ID,QID,Wikipedia link,Listed Name,Standardized Name,Description,Category,Category Description,Manufacturer,Manufacturer URL,Supplier Name,Item page URL,Link to image,Cost,Life Span (years),Notes
ME511,,,FN303 Compressed Air Launcher,FN 303 Launcher,,Category 14,Less lethal launchers and accessories,FN America,https://fnamerica.com/,FN America,https://fnamerica.com/products/discontinued-products/fn-303-launcher/,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/FN303.tif/lossless-page1-1200px-FN303.tif.png,1200,,
ME521,,,Pepperball VKS Pro,VKS PRO Launcher,"The new VKS PRO is the ultimate multi-payload, long-range, semi-automatic launcher with adjustable kinetics. Mirroring the AR-15 platform, the VKS PRO is exceptionally accurate, easy to handle and offers a disposable 88g cartridge option.",Category 14,Less lethal launchers and accessories,PepperBall,https://pepperball.com/,PepperBall,https://pepperball.com/launchers/vks-pro/,https://cdn11.bigcommerce.com/s-vwx4c2h6fx/images/stencil/1280x1280/products/42/235/pepperball-vks-launcher-43844__76944.1612657125.jpg?c=1,1181,,
ME531,,,Pepperball Tactical Pistol,TCP,"The NEW PepperBall® TCP™ Ready to Defend Kit has everything you need for non-lethal protection. In addition to the TCP launcher, the kit also includes live projectiles, practice projectiles, all weather N2 cartridges, and a spare magazine.",Category 14,Less lethal launchers and accessories,PepperBall,https://pepperball.com/,PepperBall,https://shop.pepperball.com/products/tcp-kit,https://cdn11.bigcommerce.com/s-c19drjba2a/images/stencil/1280x1280/products/237/496/tcp-yellow-non-lethal__28051.1648505768.jpg?c=1,420,,
ME541,,,Pepperball Full Tactical Carbine,FTC,"Compact and lightweight, the PepperBall FTC is the industry gold standard for crowd-control and other applications where accuracy and reliability is a factor. The FTC features a modular design with a rapid feeding loader and firing rate of 10-12 RPS.",Category 14,Less lethal launchers and accessories,PepperBall,https://pepperball.com/,PepperBall,https://pepperball.com/launchers/ftc-1/,https://media.cdn.lexipol.com/article-images/PPC_high-res-2.png?w=1600&format=jpg&quality=87&crop=0%2C251%2C2493%2C1402,591,,
ME551,,,Pepperball VXR INERT,VXR Inert,"Containing a harmless, scented powder, the VXR INERT projectile offers greater distance and accuracy when compared to a standard round ball projectile. Best suited for training and direct impact when chemical exposure is not desired.",Category 14,Less lethal launchers and accessories,PepperBall,https://pepperball.com/,PepperBall,https://pepperball.com/projectiles/vxr-inert/,https://cdn11.bigcommerce.com/s-c19drjba2a/images/stencil/1280x1280/products/197/560/VXR-Inert-Projectile-PepperBall__79436.1649260969.png?c=1,167,,
ME561,,,FN 303 Washable Paint Projectiles,FN 303 Projectiles,"Completely dedicated to reducing lethality, the basis of the FN 303® concept lies in its unique projectiles. These .68 caliber, 8.5 gram projectiles utilize a fin-stabilized polystyrene body and a non-toxic bismuth forward payload to provide more accuracy and greater effective range than other less lethal systems. The primary effect of the projectile is trauma, which directly neutralizes the aggressor. Secondary effects from the projectiles can be delivered via a chemical payload depending on mission requirements.

",Category 14,Less lethal launchers and accessories,FN America,https://fnamerica.com/,FN America,https://fnamerica.com/products/less-lethal/projectiles/,https://www.kiesler.com/sitecontent/productimages/FN303-LessLethal-large.jpg?w=1000&h=667&mode=pad,712,5,
ME571,,,ALS1200 HYDRO-KINETIC IMPACT BAG,"ALS1200 Hydro-Kinetic Impact Bag, Short Range",The ALS1200 Hydro-Kinetic is a 12 ga direct fire munition designed to produce blunt trauma pain compliance.,Category 14,Less lethal launchers and accessories,ALS,https://www.lesslethal.com/,ALS,https://www.lesslethal.com/products/12-gauge/als1200-detail,https://www.lesslethal.com/images/stories/virtuemart/product/1200p.jpg,5.75,5,
ME581,,,"Penn Arms, Model # PG5, 40mm, Pump action, Multi-Shot (6) launcher, SN 3131 ",P540-1 – PUMP MULTI-LAUNCHER 5″ CYL. FIXED STOCK W/ COMBO RAIL (PGL-65 40),"A 40mm pump-action advance magazine drum launcher with a fixed stock and combo rail.  It has a six-shot capacity and rifled barrel.  Previously labeled the PGL-65, the features include:  Double-action trigger, trigger lock push button and hammer lock safeties. ",Category 14,Less lethal launchers and accessories,Combined Tactical Systems ,https://www.combinedsystems.com/,Combined Tactical Systems ,https://www.combinedsystems.com/product/p540-1-pump-multi-launcher-5-cyl-fixed-stock-w-combo-rail-pgl-65-40/,https://www.combinedsystems.com/wp-content/uploads/2018/06/p540-1-1.png,2000,N/A,
ME591,,,"LMT Defense technology, 40MM Single Shot Launcher","40MM LMT TACTICAL SINGLE LAUNCHER, EXPANDABLE STOCK","Manufactured exclusively for Defense Technology®, the 40LMTS is a tactical single shot launcher that features an expandable ROGERS Super Stoc and an adjustable Integrated Front Grip (IFG) with light rail. The ambidextrous Lateral Sling Mount (LSM) and QD mounting systems allow both a single and two point sling attachment. The 40LMTS will fire standard 40mm less lethal ammunition, up to 4.8 inches in cartridge length. The Picatinny Rail Mounting System will accept a wide array of enhanced optics/sighting systems.",Category 14,Less lethal launchers and accessories,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/40mm-lmt-tactical-single-launcher-expandable-stock/,https://www.defense-technology.com/wp-content/uploads/2020/04/40mm-LMT-Tactical-Single-Launcher-552x552.jpg,900,,
ME601,,,40mm CTS 4557 Sponge Round,"4557 – 40MM SPONGE, SMOKELESS, SPIN STABILIZED, 4″ LONG","*The Model 4557 Sponge Baton is a spin-stabilized projectile delivering blunt trauma effect. Although it is extremely accurate and consistent, accuracy is dependent on the launcher, using open sights vs. an improved sight, environmental conditions, and the operator. Effectiveness depends on many variables, such as distance, clothing, stature, and the point where the projectile impacts. CAUTION: Shots to the head, neck, thorax, heart, or spine can result in fatal or serious injury.",Category 14,Less lethal launchers and accessories,Combined Systems,https://www.combinedsystems.com/,Combined Systems,https://www.combinedsystems.com/product/4557-40mm-sponge-smokeless-spin-stabilized-4-long/,https://www.combinedsystems.com/wp-content/uploads/2021/07/4557.jpg,$17.61/each,5 years,
ME611,,,40mm CTS 4557HV Sponge Round,"4557HV – 40MM SPONGE, SMOKELESS, SPIN STABILIZED, HIGH VELOCITY, 4″ LONG","The Model 4557HV Sponge Baton is a spin-stabilized projectile that delivers a blunt trauma effect. Although it is extremely accurate and consistent, accuracy is dependent on the launcher, using open sights vs. an improved sight, environmental conditions, and the operator. Effectiveness depends on many variables, such as distance, clothing, stature, and the point where the projectile impacts.",Category 14,Less lethal launchers and accessories,Combined Systems,https://www.combinedsystems.com/,Combined Systems,https://www.combinedsystems.com/product/4557hv-40mm-sponge-smokeless-spin-stabilized-high-velocity-4-long/,https://www.combinedsystems.com/wp-content/uploads/2020/06/4557-RED-1.jpg,$19.17/each,5 years,
ME621,,,40mm CTS 4530 CS Sponge Round,4530- 40MM FRANGIBLE IMPACT-CS POWDER,4530- 40MM multi-effect munition delivering greater energy on the target with extreme accuracy and simultaneously dispersing a cloud of irritant or marking powder.,Category 14,Less lethal launchers and accessories,Combined Systems,https://www.combinedsystems.com/,Combined Systems,https://www.combinedsystems.com/product/4550-40mm-frangible-impact-orange-marking-powder-copy/,https://www.combinedsystems.com/wp-content/uploads/2020/06/4530-400x400.jpg,$23.83/each,5 years,
ME631,,,12 gauge drag stabilized round,DRAG STABILIZED™ 12-GAUGE BEAN BAG ROUND,". A less lethal 2.4-inch 12-gauge shotgun round firing a ballistic fiber bag filled with 40 grams of lead shot at a velocity of 270 feet per second (FPS). Drag Stabilized Bean Bag rounds are discharged from a dedicated 12-gauge shotgun that is distinguishable by an orange butt stock and fore grip. This round provides accurate and effective performance when fired from the approved distance of not fewer than five (5) feet. The maximum effective range of this munition is up to 75 feet from the target. The Model 3027 Drag Stabilized Bean Bag is in its deployed state immediately upon exiting the barrel. It does not require a minimum range to “unfold” or “stabilize.” The Drag Stabilized Bean Bag round is a 40-Gram tear shaped bag projectile. However, accuracy is relative to the shotgun, barrel length, environmental conditions, and the operator. The Drag stabilized Bean Bag Round is a very accurate. However, effectiveness depends on many variables, such as distance, clothing, stature, and the point where the projectile impacts. ",Category 14,Less lethal launchers and accessories,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/drag-stabilized-12-gauge-bean-bag-round/,https://www.defense-technology.com/wp-content/uploads/2020/04/1012659-371x371.jpg,7,5,
ME641,,,TKO 12-GAUGE BREACHING ROUND,TKO 12-GAUGE BREACHING ROUND,"The 12-Gauge TKO Breaching Round is a 12-Gauge shell loaded with a compressed zinc slug, utilizing smokeless powder as a propellant. The is a widely used method to breach door locks or hinges for entry during tactical operations. When properly deployed, the TKO is capable of defeating door lock mechanisms, door knobs, hinges, dead bolts, safety chains, and pad locks on both wooden or hollow core doors. Upon impact with the target, the zinc slug disintegrates in to a fine powder eliminating fragmentation.",Category 14,Less lethal launchers and accessories,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/tko-12-gauge-breaching-round/,https://www.defense-technology.com/wp-content/uploads/2020/04/1012104-552x552.jpg,5,Indefinite ,
ME651,,,Defense Technology (37mm single launcher) ,"37MM LMT™ TACTICAL SINGLE LAUNCHER, EXPANDABLE STOCK","Manufactured exclusively for Defense Technology®, the 37LMTS is a tactical single shot launcher that features an expandable ROGERS Super Stoc and an adjustable Integrated Front Grip (IFG) with light rail. The ambidextrous Lateral Sling Mount (LSM) and QD mounting systems allow both a single and two point sling attachment. The 37LMTS will fire standard 37/38mm less lethal ammunition, up to 8 inches in cartridge length. The Picatinny Rail Mounting System will accept a wide array of enhanced optics/sighting systems.",Category 14,Less lethal launchers and accessories,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/37mm-lmt-tactical-single-launcher-expandable-stock/,https://www.defense-technology.com/wp-content/uploads/2020/04/1415_DT_37mm_Gen2_Side_no_swivel_525.jpg,,,
ME661,,,DefTec Exact Impact Extended Range 40mm Round,EXACT IMPACT™ 40 MM STANDARD RANGE SPONGE ROUND,"The eXact iMpact™ 40 mm Sponge Round is a point-of-aim, point-of-impact direct-fire round. This lightweight, high-speed projectile consisting of a plastic body and sponge nose that is spin stabilized via the incorporated rifling collar and the 40 mm launcher’s rifled barrel. The round utilizes smokeless powder as the propellant, and, therefore, have velocities that are extremely consistent. Used for Crowd Control, Patrol, and Tactical Applications.",Category 14,Less lethal launchers and accessories,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/exact-impact-40-mm-standard-range-sponge-round/,https://www.defense-technology.com/wp-content/uploads/2020/04/1012225-552x552.jpg,20,5,
ME671,,,PepperBall SCUBA air tank,SCUBA TANK W/ VALVE,,Category 15,Other ,PepperBall,https://pepperball.com/,PepperBall,https://pepperball.com/accessories/scuba-tank-w-valve/,https://cdn11.bigcommerce.com/s-c19drjba2a/images/stencil/1280x1280/products/235/603/scuba-tank-valve__41271.1646860173.png?c=1,$269/each,10-15 years,
ME681,,,Transcend Tactical Vantage F3 Robot,Transcend Tactical Vantage F3 Robot,,Category 2,Robots,Transcend Robotics,https://www.transcendrobotics.com/,Transcend Robotics,https://www.transcendrobotics.com/vantage,http://cdn.shopify.com/s/files/1/0009/6213/4076/products/image_437bf80a-5eb4-4933-802c-b8c94ac60f60_1200x1200.jpg?v=1633358672,25000,,
ME691,,,Icor Mini Caliber Swat Robot,Mini-CALIBER SWAT,,Category 2,Robots,Icor Technology,https://icortechnology.com/,Icor Technology,https://icortechnology.com/robots/mini-caliber/,https://icortechnology.com/wp-content/uploads/2016/09/Mini-CALIBER-SWAT-Robot.jpg,81000,10,
ME701,,,Remotec Andros F6-A,Remotec Andros F6-A,,Category 2,Robots,,,,,https://media.defense.gov/2017/Dec/05/2001852505/1088/820/0/171125-Z-YI114-003A.JPG,215000,10,
ME711,,,Telerob Telemax Pro,Telerob Telemax Pro,,Category 2,Robots,Telerob,https://www.telerob.com/en/,Telerob,https://www.telerob.com/en/products/telemax-family,https://www.telerob.com/images/telemax-evo-pro-3.jpg,319000,10,
ME721,,,ICOR Mini-Caliber,ICOR Mini-Caliber,"Lightweight, modular and one-man portable, the Mini-CALIBER® SWAT and EOD Robot is tested and recommended by the National Tactical Officers Association (NTOA).

Designed for rapid tactical missions, the robot is simple to operate and quick to deploy for searching rooms, hallways, stairwells and confined spaces. With rubber tracks and articulating front and rear flippers, the Mini-CALIBER effortlessly climbs stairs. It also includes an extendible rotating claw arm that simplifies opening door handles.",Category 2,Robots,ICOR Technology,https://icortechnology.com/,ICOR Technology,https://icortechnology.com/robots/mini-caliber/,https://icortechnology.com/wp-content/uploads/2016/09/Mini-CALIBER-SWAT-Robot.jpg,47370,10,
ME731,,,Flir Packbot 510,PackBot 510,"PackBot 510 is a man-transportable robot that performs bomb disposal, surveillance and reconnaissance, CBRN detection and HazMat handling operations. PackBot 510 easily climbs stairs and navigates narrow passages, relaying real-time video, audio and sensor data while the operator stays at a safer, standoff distance. The PackBot 510 manipulator lifts up to 44 lb (20 kg). PackBot 510 is deployable by one person in under two minutes. The robot stows neatly in vehicle, even fitting in a car’s trunk.

",Category 2,Robots,FLIR,https://www.flir.com/,FLIR,https://www.flir.com/products/packbot/?vertical=ugs&segment=uis,https://www.flir.com/globalassets/imported-assets/image/packbot.png,NA,10-15,
ME741,,,Avatar III,Avatar III,"The AVATAR® III is a rugged, easy-to-use tactical robot that enhances the capabilities of law enforcement and first-responders by allowing them to safely and quickly inspect dangerous situations. The AVATAR III is completely customizable with plug-n-play payload bays, allowing users to build the robot to fit their needs.

 ",Category 2,Robots,https://aardvarktactical.com/,https://robotex.com,Aardvark Tacttical,https://aardvarktactical.com/avatar/,https://aardvarktactical.com/wp-content/uploads/2022/04/avatar_0001_Layer-4.png,61581,10-15,
ME751,,,LENCO BEARCAT ,LENCO BEARCAT G1,"The Lenco BearCat G1 is the standard tactical armored vehicle for special operations units within the US Law Enforcement community. Since the early 2000s, agencies such as LAPD, LASD SEB, NYPD ESU, Boston PD and hundreds of Federal, State and Local Law Enforcement agencies have made the BearCat G1 part of their standard operating procedure. The G1 has excellent on-road driving characteristics and maneuverability in tight urban settings. The large floor plan seats 8 – 10 fully equipped officers with a long list of tactical features only found on the Lenco BearCat line of armored SWAT vehicles. ",Category 2,Robots,Lenco Armor,https://www.lencoarmor.com/,Lenco Armor,https://www.lencoarmor.com/showroom/,https://www.lencoarmor.com/wp-content/uploads/2019/05/3967U-Web.jpg,279329,25,
ME761,,,RoboTex AVATAR Tactical Robot,AVATAR Tactical Robot,"The AVATAR® enhances the capabilities of SWAT and tactical response teams by allowing them to quickly and safely inspect dangerous situations, there is no longer a need to send personnel in before you’ve had a chance to assess the situation.

The AVATAR® saves lives by keeping first responders out of harm’s way, and it does so at a fraction of the price of other robots.  The AVATAR® Robots are regarded by tactical teams as a standard operational tool, like a firearm, vehicle, or piece of body armor.

Departments across the United States and internationally are using the AVATAR® Robots.  With the AVATAR®’s market beating affordability and  ease-of-use, so can you.",Category 2,Robots,RoboTex,https://robotex.com/,RoboTex,https://robotex.com/products/avatar-tactical-robot/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6TMpUu8LsVjbvMEDhPXU6YW2EJS919myvC4dEmrebYg&s,$61581/each,10 years,
ME771,,,Lenco Bearcat G2 Armored Vehicle,BEARCAT® G2,"The Lenco BearCat G2 is the standard tactical armored vehicle for special operations units within the US Law Enforcement community. Since the early 2000s, agencies such as LAPD, LASD SEB, NYPD ESU, Boston PD and hundreds of Federal, State and Local Law Enforcement agencies have made the BearCat G2 part of their standard operating procedure. The G2 has excellent on-road driving characteristics and maneuverability in tight urban settings. The large floor plan seats 10 – 12 fully equipped officers with a long list of tactical features only found on the Lenco BearCat line of armored SWAT vehicles for Police and Government. ",Category 2,Robots,Lenco Armor,https://www.lencoarmor.com/,Lenco Armor,https://www.lencoarmor.com/model/bearcat-g2-police-government/,https://www.lencoarmor.com/wp-content/uploads/2017/09/LE-Main-G2___G2-4DR_IMG_8140.jpg,$300000/each,20-25 years,
ME781,,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP MRAP,Caiman Multi-Terrain Vehicle (CMTV),,Category 2,Robots,BAE Systems,https://www.baesystems.com/en/home,BAE Systems,https://www.baesystems.com/en/product/caiman-mrap-vehicles,https://www.baesystems.com/en-media/webImageWebp/20210401191302/1434555240624.webp,NA,25,
ME791,,,Recon Scout,Recon Scout ,,Category 2,Robots,ReconRobotics,https://reconrobotics.com/,ReconRobotics,https://reconrobotics.com/products/legacy-products/, https://reconrobotics.com/wp-content/uploads/2018/06/ReconScout_HeadOn-sq2.jpg,,10-15,
ME801,,,Recon Robotics Throwbot,THROWBOT 2 ROBOT,"The Throwbot® 2 (TB2) robot is a throwable micro-robot platform that enables operators to obtain instantaneous video and audio reconnaissance within indoor or outdoor environments.  Designed to withstand repeated drops of up to 30 feet (9 m) onto concrete, the Throwbot® 2 robot can be thrown into hazardous situations in order to allow operators to quickly make informed decisions when seconds count.  This micro-robot is designed to be able to crawl over a variety of terrain, clearing obstacles up to 2″ (5 cm) tall.  Conversion kits are available which can increase the ability of the Throwbot® 2 robot to cross obstacles up to 4″ (10 cm) tall or to carry and tow a combined 4 lbs (1.8 kg) of payloads using integrated mount points or a Picatinny Rail accessory.",Category 2,Robots,Recon Robotics,https://reconrobotics.com/,Recon Robotics,https://reconrobotics.com/products/throwbot-2-robot/,https://reconrobotics.com/wp-content/uploads/2019/02/Throwbot2-V3-opt.png,"$17, 833",,
ME811,,,Icor Technology MiniCaliber (render safe robot),CALIBER T5,"Small and lightweight, the CALIBER® T5 is a compact, two-man portable system that shares the same core design of the MK3 CALIBER.

The T5 is best suited to assist EOD and SWAT teams in inspecting and retrieving of suspicious devices from narrow passages of buses, trains and planes. Its turreted claw/disruptor arm integrates the remote handling capabilities of a robotic claw with the render-safe and breaching capabilities of a disruptor.

To safely inspect overhead compartments, add the optional Arm Extension Kit—and extend the T5’s reach to 105″ (267 cm).",Category 2,Robots,Icor Technology,https://icortechnology.com/,Icor Technology,https://icortechnology.com/robots/caliber-t5/,https://icortechnology.com/wp-content/uploads/2016/09/icor_robot-heights2016_t5_3.png.webp,"$66,120.00",,
ME821,,,Tactical Humvee,Tactical Humvee,,Category 3,Tank-like vehicles,AM General,https://www.amgeneral.com/,AM General,https://www.amgeneral.com/what-we-do/,https://i.insider.com/5c8111092628981e617bf9d2?width=1200&format=jpeg,0,20,
ME831,,,LENCO BEARCAT MEDEVAC ,BEARCAT® ADVANCED RESCUE MEDEVAC G3,"The newly designed Lenco Advanced Rescue MedEvac G3 is the most versatile, multi-purpose, armored response & rescue vehicle available today. The MedCat is designed to receive multiple patients with a four litter capacity, sliding medic seat, and onboard medical equipment and storage.",Category 5,Command Post vehicles (surveillance),Lenco Armor,https://www.lencoarmor.com/,Lenco Armor,https://www.lencoarmor.com/wp-content/uploads/2018/04/IMG_8507.jpg,,379864.32,25,
ME841,,,Denotating Cord,Denotating Cord,"Cordtex™ detonating cords provide non-electric initiation of blast patterns for both surface and underground blasting. Used either in conjunction with Orica non-electric assemblies in-hole or as a downline to initiate Exel™ SHD assemblies, there is a Cordtex detonating cord that will satisfy most blasting requirements.",Category 7,Explosive breaching ,Orica Mining Services,https://www.oricaminingservices.com/us/en,Orica Mining Services,https://www.orica.com/products-services/initiating-systems/cordtex#.Y40-POzMK3I,http://www.oricaminingservices.com/uploads/TDS/Cordtex%20N_Finland.jpg,$ 1 per foot,,
ME851,,,"Defense Technology, 40MM Exact Impact Sponge",EXACT IMPACT 40 MM STANDARD RANGE SPONGE ROUND,"The eXact iMpact™ 40 mm Sponge Round is a point-of-aim, point-of-impact direct-fire round. This lightweight, high-speed projectile consisting of a plastic body and sponge nose that is spin stabilized via the incorporated rifling collar and the 40 mm launcher’s rifled barrel. The round utilizes smokeless powder as the propellant, and, therefore, have velocities that are extremely consistent. Used for Crowd Control, Patrol, and Tactical Applications.",Category 14,Less lethal launchers and accessories,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/exact-impact-40-mm-standard-range-sponge-round/,https://www.defense-technology.com/wp-content/uploads/2020/04/1012225-552x552.jpg,18,5,
ME861,,,DANIEL DEFENSE DD5V4  RIFLE ,DD5 V4 (7.62 X 51MM),"The DD5 V4, chambered in either 6.5 Creedmoor or 7.62x51mm NATO, provides users of the Daniel Defense semi-automatic platform even greater long-range precision shooting capability. The highly popular 6.5 Creedmoor takes advantage of superior ballistic coefficients to offer both flatter trajectories and reduced wind drift at levels normally reserved for much heavier recoiling long action calibers. These gains in ballistic efficiency help the modern shooter stretch the effective range out to 1,000 meters or more. This highly accurate and durable rifle includes an adjustable gas block that allows for a consistent feel whether shooting suppressed or unsuppressed. The perfected bolt carrier group reduces overall recoil impulse and is easy to maintain and operate in all conditions.",Category 8,Armor penetrating firearms,Daniel Defense,https://danieldefense.com,Daniel Defense,https://danieldefense.com/dd5-v4-762x51mm.html,https://danieldefense.com/media/catalog/product/cache/57787b00c9d0d809fcf82071201be77f/d/d/dd5v4_7.62x51_l_02-158-13210-047_1.jpg,7497,15-25,
ME871,,,Colt LE 6920-5.56mm Patrol  ,"COLT ENHANCED PATROL RIFLE EPR (16"")
","Built for the demanding use of those who protect our communities every day, the Colt Enhanced Patrol Rifle (EPR) is the next evolution in the world's most dependable, thoroughly field-tested patrol rifle. Featuring an extended handguard that accepts modular rail segments for mounting a wide variety of pro-grade optics, lighting, and ergonomics-enhancing accessories, as well as the highly durable Magpul® MBUS® Pro Series front and rear back up sights and B5 Bravo buttstock. The Colt EPR reestablishes the Colt AR-15® as the finest tool for local, regional, and national law enforcement agencie",Category 10,Assault Rifles (less than .50 caliber),Colt,https://www.colt.com/,Colt,https://www.colt.com/detail-page/enh-patrol-rif-556mm-16-301,https://large.shootingsportsmedia.com/048653.jpg,,,
ME881,,,Daniel Defense DDM4 5.56mm,DDM4V7,"The DDM4 V7 AR15 style firearm features M-LOK attachment technology with the Daniel Defense MFR 15.0 rail. Built around a Cold Hammer Forged, 16 inch barrel, the V7 has a DD improved Flash Suppressor to reduce flash signature. The mid-length gas system provides smooth and reliable cycling under any condition and reduces both perceived recoil and wear on moving parts. With the M-LOK attachment points that run along 7 positions and an uninterrupted 1913 Picatinny rail on top, the V7 has plenty of room for the sights, optics, and accessories the user may require. The independently ambi GRIP-N-RIP Charging Handle accommodates left- and right-handed shooters. This rifle also comes with the ergonomic Daniel Defense Buttstock and Pistol Grip.",Category 10,Assault Rifles (less than .50 caliber),Daniel Defense,https://danieldefense.com/,Daniel Defense,https://danieldefense.com/m4a1.html,https://danieldefense.com/media/catalog/product/cache/57787b00c9d0d809fcf82071201be77f/0/2/02-088-06027-011.jpg,,,
ME891,,,Royal Arms Tesar-1 ,TESAR-1 ORANGE CAP 275 GR. COPPER FRANGIBLE,Orange Cap 2-3/4” 275 Grain Compressed Copper Frangible 12 Ga Shotgun Slug,Category 9,Armor penetrating ammunitions,Royal Arms,https://royalarms.com/,Royal Arms,https://royalarms.com/shop/orange-cap-275-gr-copper-frangible-12-round-box/,https://royalarms.com/wp-content/uploads/2012/10/TESAR-1.jpg,5,Indefinite ,
ME901,,,"Hornady 556 NATO, 75 grain, BTHP Tap Precision",5.56 NATO 75 gr BTHP T2 TAP PRECISION,,Category 9,Armor penetrating ammunitions,Hornardy,https://www.hornadyle.com/,Hornady ,https://www.hornadyle.com/rifle-ammunition/75-gr-bthp-t2-tap#!/,https://cdn11.bigcommerce.com/s-b7687/images/stencil/1280x1280/products/2898/18561/Hornady-556-75gr-BTHP-SuperFormance-81264-s-o__87050.1556776392.jpg?c=2,6250,15,
ME911,,,"Hornady 556 NATO, 75 grain, Tap SBR ","Hornady 556 NATO, 75 grain, Tap SBR ",,Category 9,Armor penetrating ammunitions,Hornady ,https://www.hornadyle.com/,Hornady ,https://www.hornadyle.com/rifle-ammunition/75-gr-tap-sbr#!/,https://cdn11.bigcommerce.com/s-llwpiff/images/stencil/1280x1280/products/3807/10105/hornady-81295_1__48665.1520641913.jpg?c=2,2954,15,
ME921,,,"Winchester .223 Remington, 55 grain",Winchester USA Ammunition 223 Remington 55 Grain Full Metal Jacket,,Category 9,Armor penetrating ammunitions,Winchester,https://winchester.com/,Midway USA,https://www.midwayusa.com/product/2900275599,https://academy.scene7.com/is/image/academy/10489581?$pdp-gallery-ng$,6810,15,
ME931,,,40 MM FERRET LIQUID CS (6.7 GRAMS) ROUNDS,"FERRET 40 MM LIQUID BARRICADE PENETRATOR ROUND, CS","The Ferret® 40mm Round is non-burning and suitable for indoor use. Used primarily by tactical teams, it is designed to penetrate barriers, such as windows, hollow core doors, wallboard and thin plywood. Upon impacting the barrier, the nose cone ruptures and instantaneously delivers a small chemical payload inside of a structure or vehicle.

In a tactical deployment situation, the 40mm Ferret is primarily used to dislodge barricaded subjects from confined areas. Its purpose is to minimize the risks to all parties through pain compliance, temporary discomfort and/or incapacitation of potentially violent or dangerous subjects.

 ",Category 9,Armor penetrating ammunitions,Defense Technology,https://www.defense-technology.com/,Defense Technology,https://www.defense-technology.com/product/ferret-40-mm-liquid-barricade-penetrator-round-cs/,https://www.defense-technology.com/wp-content/uploads/2020/04/DT_2262_Ferret_Liquid_40MM_CS.jpg,,5,
ME941,,,Colt LE6920 (AR15) ,Colt AR-15,"Colt's reliability, performance, and accuracy provide our Armed Forces the confidence required to accomplish any mission. Colt's LE6920 series shares many features of its combat proven brother, the Colt M4. ",Category 10,Assault Rifles (less than .50 caliber),Colt,https://www.colt.com/series/AR15_Military_Classics,Colt,https://www.colt.com/detail-page/colt-le6920-carbine-223556-161-301-pmag-mbus-4-pos-stk-blk,https://large.shootingsportsmedia.com/367311.jpg,775,,
ME951,,,"DEFENSE TECHNOLOGY, 8933 LOW-ROLL RELOADABLE DIVERSIONARY DEVICE",Low Roll Distraction Device,"A non-bursting, non-fragmenting flashbang device that produces a thunderous bang with an intense bright light.  Ideal for distracting dangerous suspects during assaults, hostage rescue, room entry or other high-risk arrest situations. ",Category 12,Projected disabling crowd control devices and accessories,Defense Technology,"https://www.defense-technology.com/product/distraction-device-reloadable-body/#:~:text=The%20Low%20Roll%C2%AE%20Distraction,5.0%20in.%2C%2012.7%20cm",Defense Technology,https://www.defense-technology.com/product/distraction-device-reloadable-body/,https://www.defense-technology.com/wp-content/uploads/2020/04/1089860-552x552.jpg,50,5,
ME961,,,Combined Tactical Systems Model 7290 Flash Bang,Combined Tactical Systems Model 7290 Flash Bang,"A non-bursting, non-fragmenting, flashbang device that produces a thunderous bang with an intense bright light.  Ideal for distracting dangerous suspects during assaults, hostage rescue, room entry or other high-risk arrest situations. ",Category 12,Projected disabling crowd control devices and accessories,Combined Tactical Systems,,Combined Tactical Systems,https://www.combinedsystems.com/product/7290-flash-bang-steel-body-priced-individually-must-order-in-quantities-of-12/,https://www.combinedsystems.com/wp-content/uploads/2018/06/7290.png,45,5,
ME971,,,300 Blackout110 Grain Hornady Ammunition,300 Blackout110 Grain Hornady Ammunition,,Category 10,Assault Rifles (less than .50 caliber),Hornady ,https://www.hornadyle.com/,Hornady ,https://www.hornady.com/ammunition/rifle/300-blackout-110-gr-v-max-black#!/,https://press.hornady.com//assets/pcthumbs/illustrations/1410992549-80873-300-Blackout-110gr-V-MAX-png.jpg,20,,
ME981,,,Federal.223 Duty Round,Federal Tactical TRU 223 Remington Ammo 55 Grain Soft Point,,Category 10,Assault Rifles (less than .50 caliber),Federal Ammunition,https://le.vistaoutdoor.com/ammunition/federal/rifle/details.aspx?id=679,Target Sports USA,https://www.targetsportsusa.com/federal-tactical-tru-223-remington-ammo-55-grain-soft-point-t223a-p-2735.aspx,https://d3gxe0jmvtuxbc.cloudfront.net/images/Product/large/2735.jpg,0.4,5,
